api	total	focus	excluded	catches	categories
torch.nn.functional.embedding_bag	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.feature_alpha_dropout	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.nn.functional.fold	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.nn.functional.fractional_max_pool2d	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.nn.functional.fractional_max_pool3d	3	3	0	GpuExecFail:3	gpu_exec_or_cuda_assert_mismatch:3
torch.nn.functional.gaussian_nll_loss	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.nn.functional.glu	1	1	0	VarInconsistentCatch:1	logic_inconsistency_needs_review:1
torch.nn.functional.grid_sample	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.gumbel_softmax	3	1	2	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_or_cuda_assert_mismatch:1
torch.nn.functional.hardsigmoid	10	0	10	ExceptMsgCatch:8;GpuExecFail:2	exception_message_difference_low_value:7;gpu_exec_regular_exception:2;generated_code_error:1
torch.nn.functional.hardtanh	7	0	7	ExceptMsgCatch:5;GpuExecFail:2	exception_message_difference_low_value:5;gpu_exec_regular_exception:2
torch.nn.functional.hardtanh_	5	0	5	GpuExecFail:3;VarInconsistentCatch:2	gpu_exec_regular_exception:3;alias_or_mutation_semantics:1;nan_inf_or_boundary_numeric:1
torch.nn.functional.hinge_embedding_loss	59	0	59	GpuExecFail:36;ExceptMsgCatch:23	gpu_exec_regular_exception:36;exception_message_difference_low_value:22;generated_code_error:1
torch.nn.functional.huber_loss	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.instance_norm	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.nn.functional.interpolate	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.kl_div	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.l1_loss	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:2;generated_code_error:1
torch.nn.functional.layer_norm	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.nn.functional.leaky_relu_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.linear	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.nn.functional.local_response_norm	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;tool_or_environment_limit:1
torch.nn.functional.log_softmax	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.nn.functional.logsigmoid	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.nn.functional.max_pool1d	2	0	2	ExceptMsgCatch:2	generated_code_error:2
torch.nn.functional.max_pool3d	30	0	30	ExceptMsgCatch:30	exception_message_difference_low_value:28;generated_code_error:2
torch.nn.functional.max_unpool1d	258	232	26	VarInconsistentCatch:242;ExceptMsgCatch:16	max_unpool_index_semantics:232;exception_message_difference_low_value:16;nan_inf_or_boundary_numeric:6;alias_or_mutation_semantics:3;generated_code_error:1
torch.nn.functional.max_unpool2d	27	5	22	VarInconsistentCatch:24;ExceptMsgCatch:2;ComparisonFail:1	alias_or_mutation_semantics:20;max_unpool_index_semantics:5;exception_message_difference_low_value:2
torch.nn.functional.max_unpool3d	93	76	17	VarInconsistentCatch:77;ExceptMsgCatch:16	max_unpool_index_semantics:76;exception_message_difference_low_value:16;alias_or_mutation_semantics:1
torch.nn.functional.mish	12	0	12	ExceptMsgCatch:8;GpuExecFail:3;VarInconsistentCatch:1	exception_message_difference_low_value:7;gpu_exec_regular_exception:3;alias_or_mutation_semantics:1;generated_code_error:1
torch.nn.functional.multi_margin_loss	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.multilabel_margin_loss	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.multilabel_soft_margin_loss	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.nn.functional.nll_loss	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.nn.functional.normalize	194	0	194	GpuExecFail:136;ExceptMsgCatch:58	gpu_exec_regular_exception:136;exception_message_difference_low_value:44;generated_code_error:14
torch.nn.functional.pad	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.nn.functional.pairwise_distance	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.nn.functional.pdist	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.nn.functional.pixel_shuffle	4	0	4	GpuExecFail:3;ExceptMsgCatch:1	gpu_exec_regular_exception:3;exception_message_difference_low_value:1
torch.nn.functional.pixel_unshuffle	2	1	1	FrameworkCrashCatch:1;GpuExecFail:1	strong_backend_failure:1;tool_or_environment_limit:1
torch.nn.functional.poisson_nll_loss	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.prelu	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.relu	2	0	2	ExceptMsgCatch:1;VarInconsistentCatch:1	exception_message_difference_low_value:1;nan_inf_or_boundary_numeric:1
torch.nn.functional.relu6	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.rrelu_	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:1;generated_code_error:1
torch.nn.functional.selu	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.nn.functional.sigmoid	5	0	5	VarInconsistentCatch:4;ExceptMsgCatch:1	alias_or_mutation_semantics:4;exception_message_difference_low_value:1
torch.nn.functional.soft_margin_loss	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.softmax	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.softmin	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.nn.functional.softplus	33	0	33	GpuExecFail:28;ExceptMsgCatch:5	gpu_exec_regular_exception:28;exception_message_difference_low_value:4;generated_code_error:1
torch.nn.functional.softshrink	2	1	1	ExceptMsgCatch:1;VarInconsistentCatch:1	exception_message_difference_low_value:1;logic_inconsistency_needs_review:1
torch.nn.functional.tanh	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.nn.functional.tanhshrink	10	0	10	ExceptMsgCatch:6;GpuExecFail:4	exception_message_difference_low_value:6;gpu_exec_regular_exception:4
torch.nn.functional.threshold	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.functional.triplet_margin_with_distance_loss	168	0	168	GpuExecFail:110;ExceptMsgCatch:58	gpu_exec_regular_exception:110;exception_message_difference_low_value:40;generated_code_error:18
torch.nn.functional.upsample_bilinear	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.nn.functional.upsample_nearest	5	0	5	GpuExecFail:5	tool_or_environment_limit:5
torch.nn.init.calculate_gain	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.nn.init.constant_	5	1	4	GpuExecFail:4;VarInconsistentCatch:1	gpu_exec_regular_exception:4;logic_inconsistency_needs_review:1
torch.nn.init.dirac_	1	0	1	VarInconsistentCatch:1	uninitialized_or_lazy_state:1
torch.nn.init.eye_	8	0	8	ExceptMsgCatch:8	exception_message_difference_low_value:7;generated_code_error:1
torch.nn.init.kaiming_normal_	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.nn.init.normal_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.nn.init.sparse_	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.parameter.UninitializedBuffer	235	0	235	ComparisonFail:231;ExceptMsgCatch:3;GpuExecFail:1	alias_or_mutation_semantics:203;uninitialized_or_lazy_state:24;generated_code_error:5;exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.nn.parameter.UninitializedParameter	234	0	234	ComparisonFail:230;ExceptMsgCatch:3;GpuExecFail:1	alias_or_mutation_semantics:186;uninitialized_or_lazy_state:41;generated_code_error:5;exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.nn.utils.clip_grad_norm_	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.nn.utils.clip_grad_value_	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:3;generated_code_error:1
torch.nn.utils.parameters_to_vector	4	1	3	ExceptMsgCatch:3;VarInconsistentCatch:1	exception_message_difference_low_value:3;logic_inconsistency_needs_review:1
torch.nn.utils.parametrizations.orthogonal	31	0	31	ExceptMsgCatch:29;GpuExecFail:2	exception_message_difference_low_value:29;gpu_exec_regular_exception:2
torch.nn.utils.parametrizations.spectral_norm	13	0	13	ExceptMsgCatch:13	exception_message_difference_low_value:13
torch.nn.utils.remove_weight_norm	280	0	280	GpuExecFail:177;ExceptMsgCatch:103	gpu_exec_regular_exception:174;exception_message_difference_low_value:65;generated_code_error:41
torch.nn.utils.rnn.PackedSequence	431	0	431	GpuExecFail:220;ExceptMsgCatch:211	gpu_exec_regular_exception:218;exception_message_difference_low_value:161;generated_code_error:52
torch.nn.utils.rnn.pack_padded_sequence	1	1	0	GpuExecFail:1	gpu_exec_or_cuda_assert_mismatch:1
torch.nn.utils.rnn.pack_sequence	1	1	0	GpuExecFail:1	gpu_exec_or_cuda_assert_mismatch:1
torch.nn.utils.rnn.pad_packed_sequence	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nn.utils.spectral_norm	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.nn.utils.vector_to_parameters	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.nonzero	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.norm	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.normal	13	0	13	VarInconsistentCatch:6;ExceptMsgCatch:5;GpuExecFail:2	alias_or_mutation_semantics:6;exception_message_difference_low_value:5;gpu_exec_regular_exception:2
torch.not_equal	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.ones	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.onnx.is_in_onnx_export	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.onnx.select_model_mode_for_export	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.optim.ASGD	42	0	42	GpuExecFail:22;ExceptMsgCatch:20	gpu_exec_regular_exception:22;generated_code_error:20
torch.optim.Adadelta	6	0	6	GpuExecFail:6	gpu_exec_regular_exception:6
torch.optim.Adagrad	4	0	4	GpuExecFail:4	gpu_exec_regular_exception:4
torch.optim.Adam	42	0	42	GpuExecFail:26;ExceptMsgCatch:16	gpu_exec_regular_exception:26;generated_code_error:13;exception_message_difference_low_value:3
torch.optim.AdamW	167	0	167	ExceptMsgCatch:122;GpuExecFail:45	generated_code_error:99;gpu_exec_regular_exception:45;exception_message_difference_low_value:23
torch.optim.Adamax	9	0	9	GpuExecFail:9	gpu_exec_regular_exception:9
torch.optim.LBFGS	305	0	305	GpuExecFail:222;ExceptMsgCatch:83	gpu_exec_regular_exception:222;exception_message_difference_low_value:51;generated_code_error:32
torch.optim.NAdam	52	0	52	ExceptMsgCatch:28;GpuExecFail:24	generated_code_error:26;gpu_exec_regular_exception:24;exception_message_difference_low_value:2
torch.optim.Optimizer	262	0	262	GpuExecFail:172;ExceptMsgCatch:90	gpu_exec_regular_exception:169;exception_message_difference_low_value:68;generated_code_error:25
torch.optim.RAdam	50	0	50	ExceptMsgCatch:40;GpuExecFail:10	generated_code_error:39;gpu_exec_regular_exception:10;exception_message_difference_low_value:1
torch.optim.RMSprop	5	0	5	GpuExecFail:5	gpu_exec_regular_exception:5
torch.optim.Rprop	136	0	136	ExceptMsgCatch:78;GpuExecFail:58	gpu_exec_regular_exception:58;generated_code_error:48;exception_message_difference_low_value:30
torch.optim.SGD	9	0	9	GpuExecFail:9	gpu_exec_regular_exception:9
torch.optim.SparseAdam	28	0	28	GpuExecFail:15;ExceptMsgCatch:13	gpu_exec_regular_exception:15;generated_code_error:12;exception_message_difference_low_value:1
torch.optim.lr_scheduler.ChainedScheduler	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.optim.lr_scheduler.ConstantLR	5	0	5	GpuExecFail:4;ExceptMsgCatch:1	gpu_exec_regular_exception:4;generated_code_error:1
torch.optim.lr_scheduler.CosineAnnealingLR	27	0	27	ExceptMsgCatch:20;GpuExecFail:7	exception_message_difference_low_value:19;gpu_exec_regular_exception:7;generated_code_error:1
torch.optim.lr_scheduler.CosineAnnealingWarmRestarts	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.optim.lr_scheduler.CyclicLR	397	0	397	GpuExecFail:204;ExceptMsgCatch:193	gpu_exec_regular_exception:203;generated_code_error:102;exception_message_difference_low_value:92
torch.optim.lr_scheduler.ExponentialLR	12	1	11	GpuExecFail:6;ExceptMsgCatch:5;VarInconsistentCatch:1	gpu_exec_regular_exception:6;exception_message_difference_low_value:4;logic_inconsistency_needs_review:1;generated_code_error:1
torch.optim.lr_scheduler.LambdaLR	3	0	3	GpuExecFail:2;ExceptMsgCatch:1	gpu_exec_regular_exception:2;exception_message_difference_low_value:1
torch.optim.lr_scheduler.LinearLR	4	0	4	ExceptMsgCatch:2;GpuExecFail:2	gpu_exec_regular_exception:2;exception_message_difference_low_value:1;generated_code_error:1
torch.optim.lr_scheduler.MultiplicativeLR	11	0	11	GpuExecFail:10;ExceptMsgCatch:1	gpu_exec_regular_exception:10;exception_message_difference_low_value:1
torch.optim.lr_scheduler.OneCycleLR	55	0	55	ExceptMsgCatch:51;GpuExecFail:4	exception_message_difference_low_value:29;generated_code_error:22;gpu_exec_regular_exception:4
torch.optim.lr_scheduler.ReduceLROnPlateau	302	0	302	GpuExecFail:199;ExceptMsgCatch:103	gpu_exec_regular_exception:199;generated_code_error:66;exception_message_difference_low_value:37
torch.optim.lr_scheduler.SequentialLR	38	0	38	ExceptMsgCatch:37;GpuExecFail:1	exception_message_difference_low_value:24;generated_code_error:13;gpu_exec_regular_exception:1
torch.optim.lr_scheduler.StepLR	3	0	3	GpuExecFail:3	gpu_exec_regular_exception:3
torch.orgqr	7	3	4	VarInconsistentCatch:4;ExceptMsgCatch:3	exception_message_difference_low_value:3;logic_inconsistency_needs_review:3;alias_or_mutation_semantics:1
torch.outer	28	0	28	GpuExecFail:25;ExceptMsgCatch:3	gpu_exec_regular_exception:25;exception_message_difference_low_value:3
torch.overrides.get_ignored_functions	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1
torch.overrides.get_overridable_functions	29	27	2	ComparisonFail:28;GpuExecFail:1	final_output_inconsistency:27;gpu_exec_regular_exception:1;uninitialized_or_lazy_state:1
torch.overrides.get_testing_overrides	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.overrides.handle_torch_function	10	0	10	ExceptMsgCatch:10	exception_message_difference_low_value:9;generated_code_error:1
torch.overrides.has_torch_function	94	0	94	ExceptMsgCatch:94	exception_message_difference_low_value:94
torch.overrides.is_tensor_like	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.overrides.wrap_torch_function	1	0	1	VarInconsistentCatch:1	uninitialized_or_lazy_state:1
torch.package.Directory	1	1	0	FrameworkCrashCatch:1	strong_backend_failure:1
torch.package.EmptyMatchError	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.package.PackageExporter	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.package.PackageImporter	1	1	0	FrameworkCrashCatch:1	strong_backend_failure:1
torch.pca_lowrank	48	0	48	ExceptMsgCatch:44;GpuExecFail:4	exception_message_difference_low_value:38;generated_code_error:6;gpu_exec_regular_exception:3;tool_or_environment_limit:1
torch.permute	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.pinverse	1	1	0	VarInconsistentCatch:1	numeric_consistency_check_needed:1
torch.poisson	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.polar	5	0	5	ExceptMsgCatch:4;VarInconsistentCatch:1	exception_message_difference_low_value:3;generated_code_error:1;alias_or_mutation_semantics:1
torch.polygamma	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.positive	3	0	3	ExceptMsgCatch:2;VarInconsistentCatch:1	exception_message_difference_low_value:2;alias_or_mutation_semantics:1
torch.pow	4	0	4	VarInconsistentCatch:4	nan_inf_or_boundary_numeric:4
torch.prod	1	0	1	VarInconsistentCatch:1	alias_or_mutation_semantics:1
torch.profiler.ProfilerAction	4	0	4	ExceptMsgCatch:4	exception_message_difference_low_value:4
torch.profiler.profile	4	0	4	GpuExecFail:3;ExceptMsgCatch:1	gpu_exec_regular_exception:3;exception_message_difference_low_value:1
torch.profiler.tensorboard_trace_handler	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.promote_types	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.qr	38	30	8	VarInconsistentCatch:34;ExceptMsgCatch:4	numeric_consistency_check_needed:30;exception_message_difference_low_value:4;alias_or_mutation_semantics:3;generated_code_error:1
torch.quantile	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.quantize_per_channel	229	34	195	GpuExecFail:194;ComparisonFail:34;ExceptMsgCatch:1	gpu_exec_regular_exception:193;final_output_inconsistency:34;generated_code_error:1;exception_message_difference_low_value:1
torch.quantize_per_tensor	283	79	204	ExceptMsgCatch:113;ComparisonFail:85;GpuExecFail:85	exception_message_difference_low_value:108;gpu_exec_regular_exception:84;final_output_inconsistency:79;generated_code_error:11;alias_or_mutation_semantics:1
torch.quantized_batch_norm	218	0	218	GpuExecFail:211;ExceptMsgCatch:7	gpu_exec_regular_exception:211;exception_message_difference_low_value:7
torch.quantized_max_pool1d	253	0	253	GpuExecFail:251;ExceptMsgCatch:2	gpu_exec_regular_exception:232;generated_code_error:20;exception_message_difference_low_value:1
torch.quantized_max_pool2d	77	69	8	ComparisonFail:76;ExceptMsgCatch:1	final_output_inconsistency:69;generated_code_error:6;exception_message_difference_low_value:1;uninitialized_or_lazy_state:1
torch.rad2deg	32	0	32	ExceptMsgCatch:23;GpuExecFail:8;VarInconsistentCatch:1	exception_message_difference_low_value:22;gpu_exec_regular_exception:8;generated_code_error:1;alias_or_mutation_semantics:1
torch.rand	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.rand_like	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:2;generated_code_error:1
torch.randint	85	0	85	ExceptMsgCatch:54;GpuExecFail:31	gpu_exec_regular_exception:31;exception_message_difference_low_value:27;generated_code_error:27
torch.randint_like	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.randn	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	gpu_exec_regular_exception:1;exception_message_difference_low_value:1;generated_code_error:1
torch.randn_like	6	0	6	ExceptMsgCatch:5;GpuExecFail:1	exception_message_difference_low_value:5;gpu_exec_regular_exception:1
torch.random.fork_rng	86	0	86	GpuExecFail:62;ExceptMsgCatch:24	gpu_exec_regular_exception:59;exception_message_difference_low_value:23;generated_code_error:4
torch.random.get_rng_state	11	0	11	GpuExecFail:6;ExceptMsgCatch:5	gpu_exec_regular_exception:6;exception_message_difference_low_value:4;generated_code_error:1
torch.random.manual_seed	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.random.set_rng_state	306	0	306	GpuExecFail:227;ExceptMsgCatch:79	gpu_exec_regular_exception:224;exception_message_difference_low_value:67;generated_code_error:15
torch.randperm	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.range	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;generated_code_error:1
torch.ravel	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.reciprocal	159	0	159	GpuExecFail:156;ExceptMsgCatch:3	gpu_exec_regular_exception:156;exception_message_difference_low_value:3
torch.remainder	4	0	4	ExceptMsgCatch:2;GpuExecFail:2	exception_message_difference_low_value:2;gpu_exec_regular_exception:2
torch.repeat_interleave	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.reshape	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.resolve_conj	3	0	3	ExceptMsgCatch:2;GpuExecFail:1	exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.result_type	2	0	2	ExceptMsgCatch:2	exception_message_difference_low_value:2
torch.rot90	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.round	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.row_stack	4	0	4	ExceptMsgCatch:2;VarInconsistentCatch:1;GpuExecFail:1	exception_message_difference_low_value:2;alias_or_mutation_semantics:1;gpu_exec_regular_exception:1
torch.rsqrt	8	0	8	ExceptMsgCatch:7;GpuExecFail:1	exception_message_difference_low_value:7;gpu_exec_regular_exception:1
torch.save	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.scatter	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.scatter_add	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.searchsorted	2	0	2	GpuExecFail:1;ExceptMsgCatch:1	gpu_exec_regular_exception:1;generated_code_error:1
torch.seed	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.set_default_dtype	2	0	2	ExceptMsgCatch:2	generated_code_error:1;exception_message_difference_low_value:1
torch.set_default_tensor_type	1	0	1	ExceptMsgCatch:1	exception_message_difference_low_value:1
torch.set_num_interop_threads	4	0	4	ExceptMsgCatch:3;GpuExecFail:1	exception_message_difference_low_value:3;gpu_exec_regular_exception:1
torch.set_num_threads	22	19	3	VarInconsistentCatch:19;ExceptMsgCatch:2;GpuExecFail:1	logic_inconsistency_needs_review:19;exception_message_difference_low_value:2;gpu_exec_regular_exception:1
torch.set_rng_state	418	0	418	ExceptMsgCatch:225;GpuExecFail:193	gpu_exec_regular_exception:177;generated_code_error:134;exception_message_difference_low_value:107
torch.set_warn_always	15	0	15	GpuExecFail:12;ExceptMsgCatch:3	gpu_exec_regular_exception:12;exception_message_difference_low_value:3
torch.sgn	16	0	16	GpuExecFail:12;ExceptMsgCatch:4	gpu_exec_regular_exception:12;exception_message_difference_low_value:4
torch.sigmoid	2	0	2	ExceptMsgCatch:1;GpuExecFail:1	exception_message_difference_low_value:1;gpu_exec_regular_exception:1
torch.sign	15	0	15	GpuExecFail:9;ExceptMsgCatch:6	gpu_exec_regular_exception:9;exception_message_difference_low_value:6
torch.signbit	10	0	10	ExceptMsgCatch:6;VarInconsistentCatch:3;GpuExecFail:1	exception_message_difference_low_value:5;nan_inf_or_boundary_numeric:3;gpu_exec_regular_exception:1;generated_code_error:1
torch.sin	6	0	6	ExceptMsgCatch:4;GpuExecFail:2	exception_message_difference_low_value:3;gpu_exec_regular_exception:2;generated_code_error:1
torch.sinc	1	0	1	VarInconsistentCatch:1	nan_inf_or_boundary_numeric:1
torch.slogdet	11	0	11	ExceptMsgCatch:6;GpuExecFail:5	gpu_exec_regular_exception:5;exception_message_difference_low_value:5;generated_code_error:1
torch.smm	1096	0	1096	ExceptMsgCatch:886;GpuExecFail:210	exception_message_difference_low_value:862;gpu_exec_regular_exception:206;generated_code_error:28
torch.sort	1	0	1	ExceptMsgCatch:1	generated_code_error:1
torch.sparse.addmm	319	206	113	ComparisonFail:210;ExceptMsgCatch:109	sparse_logic_inconsistency_caveat:206;exception_message_difference_low_value:109;alias_or_mutation_semantics:4
torch.sparse.log_softmax	229	225	4	ComparisonFail:229	sparse_logic_inconsistency_caveat:225;generated_code_error:3;alias_or_mutation_semantics:1
torch.sparse.mm	47	46	1	ComparisonFail:46;GpuExecFail:1	sparse_logic_inconsistency_caveat:46;gpu_exec_regular_exception:1
torch.sparse.softmax	232	204	28	ComparisonFail:231;ExceptMsgCatch:1	sparse_logic_inconsistency_caveat:204;nan_inf_or_boundary_numeric:16;alias_or_mutation_semantics:9;generated_code_error:2;exception_message_difference_low_value:1
torch.sparse.sum	224	206	18	ComparisonFail:217;ExceptMsgCatch:4;GpuExecFail:3	sparse_logic_inconsistency_caveat:206;alias_or_mutation_semantics:10;exception_message_difference_low_value:4;gpu_exec_regular_exception:3;generated_code_error:1
torch.sparse_coo_tensor	240	224	16	ComparisonFail:237;ExceptMsgCatch:3	sparse_logic_inconsistency_caveat:224;generated_code_error:8;alias_or_mutation_semantics:5;exception_message_difference_low_value:3
torch.sparse_csr_tensor	5	5	0	ComparisonFail:5	sparse_logic_inconsistency_caveat:5
torch.special.digamma	5	0	5	GpuExecFail:3;ExceptMsgCatch:1;VarInconsistentCatch:1	gpu_exec_regular_exception:3;exception_message_difference_low_value:1;nan_inf_or_boundary_numeric:1
torch.special.entr	3	0	3	VarInconsistentCatch:2;ExceptMsgCatch:1	alias_or_mutation_semantics:2;exception_message_difference_low_value:1
torch.special.erf	3	0	3	ExceptMsgCatch:3	exception_message_difference_low_value:3
torch.special.erfc	4	0	4	ExceptMsgCatch:3;VarInconsistentCatch:1	exception_message_difference_low_value:2;generated_code_error:1;alias_or_mutation_semantics:1
torch.special.erfcx	2	0	2	VarInconsistentCatch:2	nan_inf_or_boundary_numeric:2
torch.special.erfinv	5	0	5	ExceptMsgCatch:5	exception_message_difference_low_value:5
torch.special.exp2	15	0	15	VarInconsistentCatch:8;GpuExecFail:5;ExceptMsgCatch:2	alias_or_mutation_semantics:8;gpu_exec_regular_exception:5;exception_message_difference_low_value:2
torch.special.expit	3	0	3	ExceptMsgCatch:2;VarInconsistentCatch:1	alias_or_mutation_semantics:1;generated_code_error:1;exception_message_difference_low_value:1
torch.special.expm1	161	0	161	GpuExecFail:156;ExceptMsgCatch:5	gpu_exec_regular_exception:156;exception_message_difference_low_value:4;generated_code_error:1
torch.special.gammainc	6	0	6	ExceptMsgCatch:4;GpuExecFail:2	gpu_exec_regular_exception:2;exception_message_difference_low_value:2;generated_code_error:2
torch.special.gammaln	2	0	2	GpuExecFail:2	gpu_exec_regular_exception:2
torch.special.i0	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
torch.special.i0e	7	0	7	ExceptMsgCatch:5;GpuExecFail:2	exception_message_difference_low_value:5;gpu_exec_regular_exception:2
torch.special.i1	1	1	0	VarInconsistentCatch:1	logic_inconsistency_needs_review:1
torch.special.i1e	5	0	5	ExceptMsgCatch:4;GpuExecFail:1	exception_message_difference_low_value:4;gpu_exec_regular_exception:1
torch.special.log1p	150	0	150	VarInconsistentCatch:96;GpuExecFail:34;ExceptMsgCatch:20	alias_or_mutation_semantics:96;gpu_exec_regular_exception:34;exception_message_difference_low_value:13;generated_code_error:7
torch.special.log_softmax	1	0	1	GpuExecFail:1	gpu_exec_regular_exception:1
